id,video
201912160OKC,4UoEGm3Ftg0
201912160PHO,0yWD9EIXMHw
201912160TOR,0uFmEKjeRQE
201912170CHO,Mg7B5h-2zDc
201912170IND,OiVcohilOqw
201912170LAC,e7kyR66oH38
201912170NOP,bkZWcGqGQ6M
201912170NYK,X4Fz0K5b_qw
201912170UTA,dnUsHWHQ8GI
201912180CLE,VD34-YywVpI
201912180DAL,JkE6DSgBU4s
201912180DEN,4oJV_y35Vg4
201912180DET,XPuB71sfKkk
201912180MIN,grhsdl-2j_4
201912180OKC,VCy-b6vNA6I
201912180PHI,WWbmtnlMJOE
201912180POR,iLpTb033tzA
201912180WAS,N9wOFfziVts
201912190ATL,o46Sxt2sMPk
201912190LAC,6iphPbU1YT4
201912190MIL,jlJsJPrnQTE
201912190SAS,EVFMYhjY9Iw
201912200BOS,R3lG9FBmuP0
201912200CLE,WfFZA2kcKmk
201912200DEN,3KD2rAaah9k
201912200GSW,nsXT0-IaemY
201912200IND,1TZ7CUqJsdo
201912200MIA,06Mv2hgnm8M
201912200OKC,3T0q1rgKxyM
201912200PHI,N0CcRFxHNTI
201912200POR,zWMa4N0W5_s
201912200TOR,t3hgSzc06r8
201912210BRK,GIp7fhUxp4I
201912210CHO,jwhD6NdZmus
201912210DET,mwnS8W_sQNU
201912210MEM,JUJr0_FyeOc
201912210NYK,Idj67sZg9RU
201912210PHI,Ic2kct8Z12I
201912210PHO,YZmUieft1oM
201912210POR,xT_4ya6ybJ0
201912210SAS,9Kd8BSlz5Us
201912220BOS,2qH0Nps4KU0
201912220LAL,TsBhC4Rjr3w
201912220MIL,h1xo80Lg9HI
201912220OKC,RTmAX0eplA4
201912220TOR,WG3yBcUgI4g
201912230CLE,0K7Hhn9Yf48
201912230DET,Faqok3rWJ1E
201912230GSW,6arEXBwz-SQ
201912230IND,hcbi7mRnI8A
201912230MEM,NO30O6cbQ_8
201912230MIA,es83Y1Et5gY
201912230NYK,hdx_luzV9Hc
201912230ORL,6nADQuC9bQg
201912230PHO,ypuIzcnwUrI
201912230POR,eHn84j_zgts
201912230SAC,4Bqz2fUNKvM
201912250DEN,FfVFpWprj38
201912250GSW,tY7SOo51K1A
201912250LAL,RtP0AZbFvHI
201912250PHI,gOcIlslKXCQ
201912250TOR,Kfh8AaHJqXs
201912260BRK,T9mXlYAhbAU
201912260DAL,88EvnrLwwmg
201912260DET,mXoui_p_Oio
201912260OKC,lw8Vv7HGrJg
201912260SAC,un0cD5w6txc
201912260UTA,4QPbME3NCRA
201912270ATL,zsYF81IMPVE
201912270BOS,xyXm5t_3x18
201912270CHO,cfcVw1ZJMlE
201912270GSW,WUVkyNEz1T8
201912270MIA,Ngj8P8948mQ
201912270ORL,0rJLEgzYhwY
201912280BOS,xGM52lRk88c
201912280CHI,W0RHB84dhTw
201912280DEN,iUlM3oce3y4
201912280GSW,9L1pO63hQOo
201912280HOU,QehuZ9mks4I
201912280LAC,n441fTCioSY
201912280MIA,PgSm9dc2Qxc
201912280MIL,zXgmsYjgN4Y
201912280MIN,h7CWpNDpC9Y
201912280NOP,c-I9m-5V5AE
201912280POR,CnTGWvHr2Wo
201912280SAC,S5iSh25LxtY
201912280SAS,1F67lxkXcyo
201912280WAS,IRfBzDy_QqY
201912290DEN,VVXef7SWSEE
201912290LAL,wnr-vGGCunY
201912290MEM,4Bw0sdCaq5Y
201912290NOP,mNanAFKolLA
201912290TOR,RWIFA77ahU8
201912300CHI,AENy8W1rmNo
201912300MIN,zQYhec0DL-E
201912300ORL,_smR8LUo3Q0
201912300POR,0WNiImSBcQA
201912300UTA,VubGbluINGg
201912300WAS,dG2oE4PyfPE
201912310CHO,QcHrx0Wk-NY
201912310HOU,ZM9rwGXUk9Q
201912310IND,t0V81200Aqo
201912310OKC,8srHVrneyjM
201912310SAC,5-U9NYYpvQk
201912310SAS,QeGnEKjU0ag
201912310TOR,tb4lj8z_G4k
202001010LAL,XMv172RH9Is
202001010MIL,g9WS9fj9ZTw
202001010NYK,ldVz-5j77Hc
202001010WAS,cAz--3P5BuA
202001020CHI,Lz-BiZEgZuk
202001020CLE,UCOWtN2DtzU
202001020DAL,43V1j1YjHyQ
202001020IND,JLP0ET3p06I
202001020LAC,fDC85SwU_64
202001020MIA,_xru7lfDa5c
202001020MIN,d2Uun_4rxyM
202001020SAC,KXNncCUyg-g
202001020SAS,EGDSiCxyOOw
202001030BOS,QWRLMuCqZ7w
202001030HOU,XCwYkDfcslo
202001030LAL,oI4LDWZql-4
202001030ORL,zARDlqrxBao
202001030PHO,zOZZbEMwGLQ
202001030WAS,ejwxIrvF-a0
202001040ATL,NzS_GPIdIlo
202001040BRK,s4CiqSQtyf8
202001040CHI,iw_n8rr2cks
202001040CLE,U73Bnd7KIfc
202001040DAL,0lhr8W-DIWg
202001040GSW,TixBtThG5Is
202001040LAC,bUtVvuUvIG4
202001040MIL,h68nTtaVDo0
202001040ORL,RaEq25ywXJ4
202001040SAC,4r5yYig-H20
202001040WAS,Pvx_-0aNhtI
202001050CLE,xAO_hex9-H8
202001050LAC,AAv5pQ5l_DA
202001050LAL,yg_y7H3ryQk
202001050MIA,RHUvRJ3UQ4M
202001050PHO,t2LhXBXIOJs
202001060ATL,-TcrFfYFxWw
202001060CHO,DyGPinmKIlY
202001060DAL,LB3KHKkW4Ws
202001060NOP,R8XiUm6tWYo
202001060ORL,MqwYi9co8Mk
202001060PHI,cg_IbgQ6X_E
202001060SAC,ZEtPf9M78WQ
202001060SAS,r6GpEPQOKZk
202001060WAS,XvCk7QlZ2x4
202001070BRK,5RhsECIc41s
202001070CLE,5iwi9Ko7xOE
202001070LAL,5TD-qPCEmqQ
202001070MEM,XjOReUZ_A7c
202001070PHO,F7tyACK61r8
202001070TOR,-NpnQi3p3Q8
202001080ATL,TLQNBcDO1Mk
202001080BOS,qT6VD3Hi28o
202001080CHO,vcsPKapMfxU
202001080DAL,-7LmVgIlpKQ
202001080GSW,IiUOuKUC6Pg
202001080IND,Y0JH18ZHigI
202001080NOP,RCgTe3yb3ho
202001080ORL,gmvv4LOvuEw
202001080UTA,-lo3xF9_mss
202001090DET,2vqQH77tNlw
202001090MIN,gWJBZF37-Es
202001090OKC,pM8MCGztNpI
202001090PHI,rJztFiTGdJY
202001100BRK,dvFZFnp5F6w
202001100CHI,0SBKaiE5Du8
202001100DAL,xIMMH-tsCUY
202001100LAC,VNbq842vW34
202001100MEM,efA3BP4vNl4
202001100NYK,in0gl27jhFQ
202001100PHO,-5V-gJ-OknM
202001100SAC,RltjYenWqcc
202001100UTA,C_vjJM7VS0o
202001100WAS,ZAW3oRau2us
202001110BOS,F6dU0MxY1fU
202001110DAL,JtkzRTeFRwg
202001110DEN,I1dvqvD-tRk
202001110DET,4yVNYCUO5E0
202001110HOU,YdR-zRimwLM
202001110OKC,n6VhLiuWlbM
202001110POR,lw5RaVrrPPk
202001120BRK,zcB4kZpMvw0
202001120DEN,FG5J_6iAL7U
202001120MEM,4VhCrmwFWok
202001120NYK,-QMNe0cvTcQ
202001120PHO,fg4ANaG-hgk
202001120TOR,9mBxfsk-dyk
202001120WAS,0VleQu80GFU
202001130BOS,3e3EHfqxqKk
202001130DET,-qTDq9jcx04
202001130IND,yU6kUcD-Oek
202001130LAL,1IQBkQIg5R0
202001130MIN,e_56H_7oT1A
202001130POR,wlNdR22SpTo
202001130SAC,sWx8acDhhdY
202001140ATL,FHvRl577Lwc
202001140BRK,qO_r8ErNvoQ
202001140GSW,1DoCg9enSlE
202001140LAC,FH64erlQ8B0
202001140MEM,HTFQxkSrY-g
202001140MIL,OH7tCwfv5jo
202001150BOS,mQSY_x84Pu8
202001150CHI,X2t1vg7flzA
202001150DEN,Wv90Q19P7uU
202001150HOU,z-s4xZz52gs
202001150LAL,fNy9iP5-LFU
202001150MIA,j2CFWfgNGJ8
202001150MIN,cMPxDPw9C3E
202001150OKC,lET4JS5_adk
202001150PHI,ygIFm3HL9qg
202001150SAC,jTwTD4ZdUgY
202001160GSW,Ozj4ZlIW6jI
202001160LAC,p83lhAUxviI
202001160MIL,Lj3aFjGSvS4
202001160NOP,_wwVCOHjm8c
202001160NYK,lBdMVk0gO3w
202001170DAL,-SjoGKM5DwE
202001170IND,7T4wdZWRLvQ
202001170MEM,mVr9aUhJZX4
202001170OKC,z5Aab3Bv8RI
202001170PHI,8DR_zA6_sKI
202001170SAS,89gdiIvVZ0E
202001170TOR,fcWkbYNIXAY
202001180ATL,Avv68HfQYGc
202001180BOS,IrozpWEUTEM
202001180BRK,C07mn1NErMc
202001180CHI,M9uLHj9PXtg
202001180GSW,XhA-VCMShjU
202001180HOU,mSzoLXlAZu4
202001180MIN,l5J9ACVxpxQ
202001180NOP,i-aCTpoZLsc
202001180NYK,djTGYbccoBk
202001180OKC,e6gOLN7aMZk
202001180UTA,YH9czZmrP1I
202001190DEN,UkYK7qP0FhY
202001190SAS,SwLPZao8_kw
202001200ATL,f7c7FqcDQ8M
202001200BOS,hzikCLyCULQ
202001200BRK,ooxBBzWBe_E
202001200CHO,Tk-Soxi3y_w
202001200CLE,PG5mAc5Z9CY
202001200HOU,ijCPBs9IRrU
202001200MEM,OxCgEGrAyxY
202001200MIA,g5UJiQBU7d8
202001200MIL,OoK9nUZ08uw
202001200MIN,2ynwPptukoU
202001200PHO,kM6TCq1E5EI
202001200POR,GpoQupfCMQA
202001200UTA,narn_RBpAEE
202001200WAS,lNb9ogObN0A
202001210DAL,Dv1osTgjN_4
202001220ATL,RbbIWmuwV6A
202001220BOS,laTuhl6FbiE
202001220CHI,EEjjUThMrfc
202001220DET,iqMjoDywtjU
202001220GSW,weNVXSTxpis
202001220HOU,aHaNtCYzF5A
202001220MIA,FHFmw7D4PBM
202001220NOP,6PJJd850XQ0
202001220NYK,LEeUc4xBPo4
202001220ORL,y8ix8kP5t3U
202001220PHO,V3d3jUednLI
202001220TOR,BBhLjj9L90E
202001230BRK,JQV0jxnCBQ4
202001230CLE,5w2LoB7--GI
202001230POR,ksBmr_4EXXM
202001240CHI,hqjVov04S6Y
202001240CHO,EKiSeKGlGA0
202001240DET,QBfFKZwZHvs
202001240GSW,IOtnQynG2m4
202001240MIA,6ZfNypqfCdc
202001240MIN,nR6ei5L4Ek8
202001240NOP,nX3z9Z2trH8
202001240NYK,n-ntIhceHN0
202001240OKC,yxajJzOdygE
202001240ORL,ojCTSsf0Xys
202001240SAS,G_u_klbc2W0
202001250CLE,pfR9jqmVQvI
202001250DET,2KhtdAsmP8A
202001250MIN,xFE0c8NKkwI
202001250PHI,eDpt91jEfdQ
202001250UTA,xGWRFV9RKgY
202001260ATL,R7Ie9DMkljI
202001260DEN,bbi-c4m7uRw
202001260MEM,iK1eENr4UDE
202001260NOP,4ChVWyBpEmQ
202001260NYK,rIHxZX1N-kY
202001260ORL,8yrAeY2BQVE
202001260POR,KcWXWqyvc0Y
202001260SAS,PctyFVQuMTw
202001270CHI,EhOjzOf2vRQ
202001270DET,q3E_EIfHDXc
202001270MIA,0tuzf2v2YoM
202001270MIN,K6Y-5CZNMd0
202001270OKC,8Y0Fy1uRCRg
202001270UTA,YNrqNOABpjg
202001280CHO,GmK6te5efq0
202001280CLE,PAJE1IuVDkw
202001280DAL,Pdw0bVAs4XY
202001280MEM,Spn9aB54xD4
202001280MIA,N3M_WQLtV8Y
202001280MIL,KQuJR964o5Y
202001280PHI,kECLDONW6NU
202001280TOR,3xq-nijHX4g
202001290BRK,nsAMPqohU5k
202001290IND,A8rbSK7-2go
202001290NYK,sCB6-BhdVuQ
202001290POR,qWJAIkqBTsc
202001290SAC,blhAHg-3l-A
202001290SAS,CsO4JA6j5Ko
202001300ATL,YZcGASx7mFA
202001300BOS,AOYACk7m7Fk
202001300CLE,Uw27NwvCEAQ
202001300DEN,PKL8m2DVrZg
202001300LAC,dp0veeFa378
202001300WAS,rLG-bGpvNSI
202001310BRK,wrEZS_jAWpo
202001310DET,C9Oq6e1hz04
202001310HOU,H-z55Bt50GY
202001310LAL,zFyskRwBqMo
202001310MIL,NMk66qdc8cY
202001310NOP,lx1011SuqR0
202001310PHO,4aXfE9heLvY
202002010BOS,PhDjSlSIrhQ
202002010CLE,C5FV94NIgFM
202002010DAL,LRQXHxSP9Dw
202002010IND,A55M_CbEt3Y
202002010LAC,U-CTUH8EL3A
202002010ORL,Uqwg1y2Xi6c
202002010POR,w2Jb0LImYPw
202002010SAC,G9qkN8QBVYs
202002010SAS,sCzuzfuS1aw
202002010WAS,qjQ2t9sQi-0
202002020DET,Eh5kF4cM-jk
202002020HOU,cKg8XtDwKPs
202002020MIL,HNOTBDqNBVc
202002020TOR,KbURZjzRg_Y
202002030ATL,_0TghocXeAc
202002030BRK,jGGfwO7VTLw
202002030CHO,kgmMbLFfE90
202002030CLE,HNeoayUOVjM
202002030IND,LcdBZ5Gc6EE
202002030LAC,CoBlWB2_VJY
202002030MEM,Z1oFUD8fzSQ
202002030MIA,cC35Fe7IbAo
202002030SAC,K6Y-5CZNMd0
202002030WAS,85qIpxoY4GE
202002040DEN,XvB4ECk1h4E
202002040HOU,InaZsfsI8ZQ
202002040LAL,M-PbCoEFQC4
