id,home,away,video
201503010LAL,LAL,OKC,3bcodZVIH80
201503040MIA,MIA,LAL,cPW-oD-DTXU
201503060MEM,MEM,LAL,3bcodZVIH80
201503080LAL,LAL,DAL,rgVdGw0rX5M
201503100LAL,LAL,DET,qjaA7kHhGgA
201503150LAL,LAL,ATL,19_ZchJSVCI
201503190LAL,LAL,UTA,Y5vgBxUuNlc
201503220LAL,LAL,PHI,Q9T4zd_Qhh4
201503240OKC,OKC,LAL,3bcodZVIH80
201503250MIN,MIN,LAL,7BrzrwVCPd8
201503270TOR,TOR,LAL,AmwTYudvE80
201503290BRK,BRK,LAL,IzxHyULDLsY
201503300PHI,PHI,LAL,AmwTYudvE80
201504030LAL,LAL,POR,G4ztgHfl-Fs
201504050LAL,LAL,LAC,X4Nzc-Mc-88
201504070LAC,LAC,LAL,vfVQU8OPheY
201504080DEN,DEN,LAL,20uAYozx_5U
201504100LAL,LAL,MIN,3J5Z_4XkfOw
201504120LAL,LAL,DAL,IWtDGRwEmO8
201504130SAC,SAC,LAL,KwxurH0dGmA
201504150LAL,LAL,SAC,RgB5Ub1GNUU
201410310CHI,CHI,CLE,41v-4Th2JYY
201411010MIN,MIN,CHI,1hBw2lhxx6Q
201411050MIL,MIL,CHI,Kh4jNR1OAcI
201411070PHI,PHI,CHI,e26tlRCloKk
201411080CHI,CHI,BOS,xk1e8NDvyII
201411100CHI,CHI,DET,331EIQCmzVY
201411130TOR,TOR,CHI,ss_XM8a5sVw
201411150CHI,CHI,IND,xYlzWBn35js
201411170LAC,LAC,CHI,bU_93jJLmN0
201411200SAC,SAC,CHI,bU8T8iVmMLs
201411210POR,POR,CHI,iWQHvRigkwQ
201411240UTA,UTA,CHI,GFEEQCNkn-g
201411250DEN,DEN,CHI,Mb6wpkTcxdI
201411280BOS,BOS,CHI,knuPo61ZkWk
201411300BRK,BRK,CHI,HT7P5bfXaB8
201412020CHI,CHI,DAL,x6d5JdoLu7Q
201412100CHI,CHI,BRK,ZZjg2qXKsLI
201412120CHI,CHI,POR,B2dFBeohhko
201412140MIA,MIA,CHI,E80WT9rh03s
201412150ATL,ATL,CHI,-9CeaTTaHv8
201412190MEM,MEM,CHI,6onnkWTGueE
201412220CHI,CHI,TOR,HPfGe8zKMNQ
201412230WAS,WAS,CHI,bob_CFwhQt8
201412290IND,IND,CHI,n3mRkCFCJUs
201412300CHI,CHI,BRK,zQYhec0DL-E
201501010CHI,CHI,DEN,UKvcGBlV2iA
201501030CHI,CHI,BOS,B9y_VSFcFUY
201501070CHI,CHI,UTA,j4MrsnkU_KI
201501090WAS,WAS,CHI,eIDapPG3KvA
201501100CHI,CHI,MIL,K0xOInTnMCc
201501140CHI,CHI,WAS,X2t1vg7flzA
201501160BOS,BOS,CHI,q9az0U05qc4
201501170CHI,CHI,ATL,_vC5YSMGN8U
201501190CLE,CLE,CHI,kxKsbdG3xok
201501220CHI,CHI,SAS,_VSM6N6e4Ac
201501230DAL,DAL,CHI,6V-zsW9Fh6s
201501250CHI,CHI,MIA,Aq9SXYkrZvA
201501300PHO,PHO,CHI,DzD6gBzkn58
201502100CHI,CHI,SAC,9QKXHB1pDxI
201502120CHI,CHI,CLE,IcCxT4qLvNU
201502200DET,DET,CHI,3neaU9P4zgU
201502210CHI,CHI,PHO,rNziLIZ5bEk
201502230CHI,CHI,MIL,I4w2G6_PlVw
201502270CHI,CHI,MIN,SIevqW0T0r8
201503010CHI,CHI,LAC,X4Nzc-Mc-88
201503030CHI,CHI,WAS,C7ljXhL7UFI
201503050CHI,CHI,OKC,Fci_Tk4P1HQ
201503060IND,IND,CHI,ss_XM8a5sVw
201503080SAS,SAS,CHI,VaUpKHjESBg
201503090CHI,CHI,MEM,znR2ykg-Vx4
201503110PHI,PHI,CHI,04QI6x2BMc4
201503150OKC,OKC,CHI,Fci_Tk4P1HQ
201503180CHI,CHI,IND,vokice5FqkI
201503200CHI,CHI,TOR,gYJmSUIGUX8
201503210DET,DET,CHI,QRGpRkLDz08
201503250TOR,TOR,CHI,VT2U7tXiWaM
201504010MIL,MIL,CHI,WZwbp2nNFhY
201504030CHI,CHI,DET,R61MHsTfrF4
201504050CLE,CLE,CHI,qpLZFzYKadI
201504090MIA,MIA,CHI,b6hr_hqZ-ME
201504110CHI,CHI,PHI,04QI6x2BMc4
201504130BRK,BRK,CHI,F10tDbiSvXE
201504150CHI,CHI,ATL,19_ZchJSVCI
201504180CHI,CHI,MIL,CBbJM6AFAZQ
201504200CHI,CHI,MIL,0L2Bf3daNC0
201504230MIL,MIL,CHI,Kh4jNR1OAcI
201504250MIL,MIL,CHI,pfmJJGwj1SY
201504270CHI,CHI,MIL,pfmJJGwj1SY
201504300MIL,MIL,CHI,KN28_ySPq1k
201505040CLE,CLE,CHI,qpLZFzYKadI
201505060CLE,CLE,CHI,b6yQOmKjTfQ
201505080CHI,CHI,CLE,qpLZFzYKadI
201505100CHI,CHI,CLE,qpLZFzYKadI
201505120CLE,CLE,CHI,qpLZFzYKadI
201505140CHI,CHI,CLE,GFEEQCNkn-g
201410290MIA,MIA,WAS,K8jLpLP13q0
201411010PHI,PHI,MIA,AlMdBVKk8e4
201411020MIA,MIA,TOR,4umRHTpWLsg
201411080MIA,MIA,MIN,_sYdWn7vwNc
201411090DAL,DAL,MIA,54yUJy0nk1Y
201411120MIA,MIA,IND,pTNxfCRWxxQ
201411140ATL,ATL,MIA,OVEAPWERu78
201411160MIA,MIA,MIL,QpdaGeBq0zk
201411170BRK,BRK,MIA,pArhbPtZ2sM
201411200MIA,MIA,LAC,MhbEHpQXxUQ
201412010WAS,WAS,MIA,fjmAtgbT-hQ
201412030MIA,MIA,ATL,OVEAPWERu78
201412050MIL,MIL,MIA,QpdaGeBq0zk
201412070MEM,MEM,MIA,v_U6PRLujR4
201412090PHO,PHO,MIA,KhpHYAJbovo
201412100DEN,DEN,MIA,k3mai-_Y8WA
201412120UTA,UTA,MIA,sD14CL9sAWI
201412160BRK,BRK,MIA,CUCE-ID_uyQ
201412170MIA,MIA,UTA,sD14CL9sAWI
201412190MIA,MIA,WAS,JtSvlgvBBhA
201412210MIA,MIA,BOS,lknsSU2JTEU
201412230MIA,MIA,PHI,f6Zu4m4sRYE
201412250MIA,MIA,CLE,mYAxqPq8WSU
201412270MIA,MIA,MEM,PXNFMwg3gsA
201412310IND,IND,MIA,DxuRShDc2NA
201501040MIA,MIA,BRK,YwrsKBNExGM
201501080POR,POR,MIA,ss_XM8a5sVw
201501110LAC,LAC,MIA,MhbEHpQXxUQ
201501160SAC,SAC,MIA,Q9hrSS_CxZk
201501200MIA,MIA,OKC,vokice5FqkI
201501230MIA,MIA,IND,0h9Ynj6EGd8
201501270MIA,MIA,MIL,DQFDx1ADakg
201501300MIA,MIA,DAL,54yUJy0nk1Y
201502010BOS,BOS,MIA,fXWTMFJlk_s
201502030DET,DET,MIA,tr6XsZVb-ZE
201502040MIN,MIN,MIA,VxZrKBs2KkU
201502060SAS,SAS,MIA,b8kEa-L_IDs
201502110CLE,CLE,MIA,JLEV6wh2LXg
201502230MIA,MIA,PHI,f6Zu4m4sRYE
201502280MIA,MIA,ATL,FILCX1Hc9DA
201503020MIA,MIA,PHO,0BQrs3vfrOc
201503060WAS,WAS,MIA,b8kEa-L_IDs
201503070MIA,MIA,SAC,yZ5u2sOpiNU
201503090MIA,MIA,BOS,MEpXO5lFvj0
201503110MIA,MIA,BRK,Cjv5UJKJofg
201503130TOR,TOR,MIA,ss_XM8a5sVw
201503160MIA,MIA,CLE,Yy6OD7_Fv0c
201503180MIA,MIA,POR,G4ztgHfl-Fs
201503200MIA,MIA,DEN,vokice5FqkI
201503220OKC,OKC,MIA,e73Mk6_if1M
201503240MIL,MIL,MIA,Cvb2Hn1g48s
201503250BOS,BOS,MIA,6nBocdVZQ9k
201503270ATL,ATL,MIA,iWIKAm2K8CI
201503290MIA,MIA,DET,19NK6sqT6vU
201503310MIA,MIA,SAS,SwLPZao8_kw
201504020CLE,CLE,MIA,I6omn6hNJUc
201504040DET,DET,MIA,W4K7nKW6sDg
201504050IND,IND,MIA,ss_XM8a5sVw
201504110MIA,MIA,TOR,hqpUQBflpng
201504150PHI,PHI,MIA,ss_XM8a5sVw
201411040POR,POR,CLE,F_H86GhDBZA
201411050UTA,UTA,CLE,OCazXKarzBw
201411070DEN,DEN,CLE,DEee_1gDRmc
201411140BOS,BOS,CLE,F_H86GhDBZA
201411150CLE,CLE,ATL,t7QFdDsI1jY
201411170CLE,CLE,DEN,6a23bo4nodQ
201411190CLE,CLE,SAS,z94EdeoystU
201411210WAS,WAS,CLE,SOCCOJk5qtA
201411220CLE,CLE,TOR,Wp8A9WVmEtU
201411260CLE,CLE,WAS,cwNS4CIWU7o
201411290CLE,CLE,IND,pLcTvm7GzgU
201412020CLE,CLE,MIL,WZwbp2nNFhY
201412050TOR,TOR,CLE,BDl3UY14XS4
201412080BRK,BRK,CLE,pSScI0073aU
201412090CLE,CLE,TOR,TsjJ3PY5u-4
201412110OKC,OKC,CLE,mYAxqPq8WSU
201412170CLE,CLE,ATL,_KQB5m7YLBg
201412190CLE,CLE,BRK,T1a1qATY9nU
201412210CLE,CLE,MEM,WfFZA2kcKmk
201412230CLE,CLE,MIN,MoYMVC00Fdo
201412280CLE,CLE,DET,xSZ7tp979To
201412300ATL,ATL,CLE,SX04L9caMsg
201412310CLE,CLE,MIL,67r6vr6dBE8
201501040CLE,CLE,DAL,x6d5JdoLu7Q
201501050PHI,PHI,CLE,JqFbEHLdPdI
201501110SAC,SAC,CLE,kYg7w3l2UOM
201501130PHO,PHO,CLE,VxvSQml_Zic
201501160LAC,LAC,CLE,YmZayeouEGg
201501210CLE,CLE,UTA,GtGTjipDs7U
201501250CLE,CLE,OKC,VDZn81PLfzY
201501270DET,DET,CLE,q3E_EIfHDXc
201501280CLE,CLE,POR,79ZGER3Xa08
201501300CLE,CLE,SAC,VDZn81PLfzY
201501310MIN,MIN,CLE,kXQuQvFQig0
201502020CLE,CLE,PHI,JqFbEHLdPdI
201502050CLE,CLE,LAC,VlrkpiS5kcs
201502060IND,IND,CLE,5azTdfzb58c
201502200WAS,WAS,CLE,0shJhk4D0k8
201502240DET,DET,CLE,IbAVoDwpHP0
201502270IND,IND,CLE,7wcfyT3mWL0
201503030CLE,CLE,BOS,I6omn6hNJUc
201503040TOR,TOR,CLE,Q5Qdw9jwY8Q
201503060ATL,ATL,CLE,Yy6OD7_Fv0c
201503070CLE,CLE,PHO,8Fwhdd8POLs
201503100DAL,DAL,CLE,v85VjlAtyBA
201503120SAS,SAS,CLE,VxvSQml_Zic
201503180CLE,CLE,BRK,0shJhk4D0k8
201503200CLE,CLE,IND,LY3jP_jbQS4
201503220MIL,MIL,CLE,ydThZ4ld05A
201503250MEM,MEM,CLE,mYAxqPq8WSU
201503270BRK,BRK,CLE,t-1iYiHKGqc
201503290CLE,CLE,PHI,5ZGafJRt9N4
201504080MIL,MIL,CLE,7_G7-eEkpwY
201504100CLE,CLE,BOS,FV_dWvYQ4YI
201504120BOS,BOS,CLE,FV_dWvYQ4YI
201504130CLE,CLE,DET,iKZCqViOaoQ
201504150CLE,CLE,WAS,AhUbAbQ6DeM
201504190CLE,CLE,BOS,Jo6ASW45tRg
201504210CLE,CLE,BOS,anOfNI1_0a8
201504230BOS,BOS,CLE,WxUJ5KfcD80
201504260BOS,BOS,CLE,WxUJ5KfcD80
201505200ATL,ATL,CLE,bJ7YRwlX-7U
201505220ATL,ATL,CLE,P2aE6kFJuR4
201505240CLE,CLE,ATL,aTHVCcow7bk
201505260CLE,CLE,ATL,vupunFJx2ww
201410290TOR,TOR,ATL,9KUcLnwgTt4
201411040TOR,TOR,OKC,GkWeYt3V4GI
201411050BOS,BOS,TOR,65ZRyGBDA2M
201411070TOR,TOR,WAS,t3hgSzc06r8
201411090TOR,TOR,PHI,acKSgllJ_Zs
201411150TOR,TOR,UTA,F0wKQ-FsUTM
201411190TOR,TOR,MEM,tfRAGekg8bI
201411210TOR,TOR,MIL,B-2mUyi_poY
201411240TOR,TOR,PHO,ZuOw7K0pgkM
201411260ATL,ATL,TOR,nVxFWSiezWA
201411280TOR,TOR,DAL,yF_1_SR0pfc
201412020SAC,SAC,TOR,4umRHTpWLsg
201412030UTA,UTA,TOR,4umRHTpWLsg
201412080TOR,TOR,DEN,DbWfo0WPQY8
201412120TOR,TOR,IND,uwd8q_nzWyw
201412170TOR,TOR,BRK,nkLEanNe8Cg
201412190DET,DET,TOR,XPuB71sfKkk
201412270LAC,LAC,TOR,P_2UpQwANfE
201412280DEN,DEN,TOR,xP0c-zUOp9E
201412300POR,POR,TOR,-NpnQi3p3Q8
201501040PHO,PHO,TOR,xWzjhNVjA-I
201501100TOR,TOR,BOS,uR7TGNrMZKs
201501120TOR,TOR,DET,b3fsJl6WJzM
201501140TOR,TOR,PHI,ISfnBLtV4yA
201501160TOR,TOR,ATL,19_ZchJSVCI
201501190MIL,MIL,TOR,-3faRRf6oso
201501210MEM,MEM,TOR,xWzjhNVjA-I
201501230PHI,PHI,TOR,NvtnogdxYIQ
201501250TOR,TOR,DET,ImvuvuRq7Yw
201501270IND,IND,TOR,f22L0E_N-wo
201501280TOR,TOR,SAC,v-KEfvTesxk
201501300BRK,BRK,TOR,IwXKC1uJizM
201501310WAS,WAS,TOR,fFKpdXdNv3c
201502020TOR,TOR,MIL,nMpGnT0sAYc
201502040TOR,TOR,BRK,IytJHQ-ehQ4
201502060TOR,TOR,LAC,X4Nzc-Mc-88
201502080TOR,TOR,SAS,rNziLIZ5bEk
201502110TOR,TOR,WAS,9GKmYxMJWeo
201502200ATL,ATL,TOR,19_ZchJSVCI
201502240DAL,DAL,TOR,iPQy2jsxHoI
201503020PHI,PHI,TOR,0qXeDaUf4b4
201503080OKC,OKC,TOR,FeXZY4eVLlo
201503100SAS,SAS,TOR,9mBxfsk-dyk
201503150TOR,TOR,POR,MglAr-37cV8
201503160IND,IND,TOR,U_nSEd-FZL8
201503180TOR,TOR,MIN,kFCmE-hXV6I
201503240DET,DET,TOR,b3fsJl6WJzM
201504010MIN,MIN,TOR,uatcGREP-w4
201504030BRK,BRK,TOR,0XQj6hi6aBo
201504040TOR,TOR,BOS,xlGCQ1uq5XE
201504140BOS,BOS,TOR,7MVY_M6SaU4
201504180TOR,TOR,WAS,xWzjhNVjA-I
201504210TOR,TOR,WAS,xWzjhNVjA-I
201504240WAS,WAS,TOR,gSqNtHg3tWc
201504260WAS,WAS,TOR,gSqNtHg3tWc
201410290DEN,DEN,DET,4CgbcAU4rfQ
201411010OKC,OKC,DEN,_ijAzBZkptI
201411030DEN,DEN,SAC,OVEAPWERu78
201411050SAC,SAC,DEN,EFBqSXyfy3Y
201411090POR,POR,DEN,ewVTUP0K9YY
201411120DEN,DEN,POR,GEL4_xuIEgk
201411140IND,IND,DEN,vokice5FqkI
201411190DEN,DEN,OKC,20tXgMFV_Lg
201411260PHO,PHO,DEN,VLQaa-aHUCQ
201411280DEN,DEN,PHO,ypuIzcnwUrI
201412010UTA,UTA,DEN,vokice5FqkI
201412020DEN,DEN,POR,tf7MM9tYTPE
201412050WAS,WAS,DEN,b3_T96rdrJ8
201412070ATL,ATL,DEN,GSH0SczY5x8
201412140DEN,DEN,SAS,OVEAPWERu78
201412190DEN,DEN,LAC,pDHEHX1eM4I
201412200DEN,DEN,IND,aM7C1ptc7Kc
201412230BRK,BRK,DEN,R9POmMnc93k
201412260DEN,DEN,MIN,DIXH1DCmU0A
201501030DEN,DEN,MEM,LRJSBcya8dQ
201501050MIN,MIN,DEN,Mz4SOJT2VNI
201501090SAC,SAC,DEN,Xww7gLuJm8g
201501140DEN,DEN,DAL,raDsz3yF2iE
201501160DAL,DAL,DEN,Xww7gLuJm8g
201501170DEN,DEN,MIN,3KD2rAaah9k
201501200DEN,DEN,SAS,rNziLIZ5bEk
201501230DEN,DEN,BOS,B9y_VSFcFUY
201501250DEN,DEN,WAS,tXEs2YCOUrA
201501260LAC,LAC,DEN,ePcR_i9xkR4
201501290MEM,MEM,DEN,TBP7reOACKY
201502030PHI,PHI,DEN,BQiFuM6r1sM
201502040BOS,BOS,DEN,Xww7gLuJm8g
201502060DET,DET,DEN,wExsP7bi1j8
201502090DEN,DEN,OKC,UKvcGBlV2iA
201502200MIL,MIL,DEN,UKvcGBlV2iA
201502220OKC,OKC,DEN,O6xuiv132zE
201502230DEN,DEN,BRK,mrdWS7sVYIg
201502250DEN,DEN,PHO,pmanx9z5dSo
201502270DEN,DEN,UTA,ednHV6SzOyM
201503030DEN,DEN,MIL,WZwbp2nNFhY
201503040MIN,MIN,DEN,Xww7gLuJm8g
201503060SAS,SAS,DEN,wExsP7bi1j8
201503110DEN,DEN,ATL,nAYPkKGFOFo
201503160MEM,MEM,DEN,LRJSBcya8dQ
201503250DEN,DEN,PHI,pwQLyDD7LcU
201503270DEN,DEN,UTA,ednHV6SzOyM
201503280POR,POR,DEN,PMN8IGMqekY
201504010UTA,UTA,DEN,UKvcGBlV2iA
201504030SAS,SAS,DEN,ePcR_i9xkR4
201504040DEN,DEN,LAC,ePcR_i9xkR4
201504100DEN,DEN,DAL,9tXOcGS5oxM
201504120DEN,DEN,SAC,9Fr9k2GK0kI
201504130LAC,LAC,DEN,tg4jcDqzeng
201410290IND,IND,PHI,VXSt5UuRt5M
201410310IND,IND,MEM,JKkpTaYchZ4
201411010ATL,ATL,IND,pwPEr_9Jwy4
201411040IND,IND,MIL,bnPyjnneV_M
201411050WAS,WAS,IND,a4fUMKvmatk
201411070BOS,BOS,IND,8_hn-fYwMTs
201411080IND,IND,WAS,kujofc4qvoM
201411100IND,IND,UTA,hWdAxLXmLuA
201411220IND,IND,PHO,GZW5nrPLv2E
201411240DAL,DAL,IND,P5zWzlDA5oI
201411260SAS,SAS,IND,wcrlaJg-9LU
201412020PHO,PHO,IND,0BQrs3vfrOc
201412040POR,POR,IND,bnPyjnneV_M
201412050SAC,SAC,IND,GYPsIiSZC84
201412080IND,IND,ATL,3Pby3Cd1ArM
201412100IND,IND,LAC,64x0CNCPCI4
201412130IND,IND,POR,QxFFKTl4hyQ
201412170LAC,LAC,IND,bl5o9n7r4Hc
201412210MIN,MIN,IND,r8MN1LsMkXM
201412260DET,DET,IND,ojjJxv4M_ps
201412270BRK,BRK,IND,vokice5FqkI
201501020MIL,MIL,IND,nMpGnT0sAYc
201501050UTA,UTA,IND,8BE1zcoQmKU
201501090IND,IND,BOS,8F_Rg4IzaM0
201501100PHI,PHI,IND,yU6kUcD-Oek
201501130IND,IND,MIN,mjzhf0aXXEg
201501160IND,IND,DET,-0KH0V-41wA
201501210ATL,ATL,IND,tHwh0qV2Rxw
201501310IND,IND,SAC,aghWiCtUJBs
201502040IND,IND,DET,-0KH0V-41wA
201502090IND,IND,SAS,VxvSQml_Zic
201502200PHI,PHI,IND,vokice5FqkI
201502240OKC,OKC,IND,_b-csVBNsnw
201503010IND,IND,PHI,QznqalKk-gk
201503120IND,IND,MIL,cDee-IN5nbI
201503140IND,IND,BOS,6nBocdVZQ9k
201503210IND,IND,BRK,tHwh0qV2Rxw
201503250WAS,WAS,IND,BWk2BFiji9I
201503260MIL,MIL,IND,_XT38uomTSA
201503290IND,IND,DAL,iCYzi6A06V0
201503310BRK,BRK,IND,iXvMQ2OWH1s
201504010BOS,BOS,IND,8F_Rg4IzaM0
201504100DET,DET,IND,nb9okKWbaH8
201504120IND,IND,OKC,_b-csVBNsnw
201504140IND,IND,WAS,a6ucTezNbWA
201504150MEM,MEM,IND,xvWutONT6t8
201410290POR,POR,OKC,Li-owamZpY0
201410310SAC,SAC,POR,cxUin0aT9l4
201411060POR,POR,DAL,571LDjtsVDU
201411080LAC,LAC,POR,R4PlwBHg5UM
201411150POR,POR,BRK,WRezjCHw8J8
201411230BOS,BOS,POR,MkRZX9u6FAA
201411240PHI,PHI,POR,9dcUzpKt9Hc
201411280POR,POR,MEM,gBaZT7Lgu5k
201411300POR,POR,MIN,AalsvPkZGDM
201412090DET,DET,POR,4l117OF64Mg
201412100MIN,MIN,POR,SbSGQR37rWQ
201412150POR,POR,SAS,lImYbfXNAO4
201412170POR,POR,MIL,ZjQbpKMI63c
201412190SAS,SAS,POR,WORxiPRhMjk
201412230OKC,OKC,POR,Eb4BEzTDHW8
201412260POR,POR,PHI,kBTkqrPNUBU
201501030POR,POR,ATL,19_ZchJSVCI
201501140POR,POR,LAC,amoKEFypsSg
201501160SAS,SAS,POR,MglAr-37cV8
201501170MEM,MEM,POR,BLGPuWYV4Ow
201501190POR,POR,SAC,goaZYDAa8ek
201501210PHO,PHO,POR,1l6hbVy40WU
201501220POR,POR,BOS,c9JMD3MNZSo
201501240POR,POR,WAS,cE5zdj8kDKA
201501300ATL,ATL,POR,detgq2HgIQg
201501310MIL,MIL,POR,YVKiKB2T0uc
201502030POR,POR,UTA,aW5_kS8BZm8
201502050POR,POR,PHO,9jmuFv691J8
201502070DAL,DAL,POR,-SjoGKM5DwE
201502200UTA,UTA,POR,_I4fUByw5OA
201502220POR,POR,MEM,BLGPuWYV4Ow
201502250POR,POR,SAS,FuQM9ftyrWk
201502270POR,POR,OKC,vokice5FqkI
201503010SAC,SAC,POR,vr3bfsdWk9E
201503040LAC,LAC,POR,VeQkPBnse4c
201503050POR,POR,DAL,G4SwIxYCnzQ
201503070MIN,MIN,POR,AalsvPkZGDM
201503130POR,POR,DET,eNahctQZwEU
201503160WAS,WAS,POR,MglAr-37cV8
201503210MEM,MEM,POR,drpy5fsTAh4
201503250UTA,UTA,POR,-YmJYSWW8og
201503270PHO,PHO,POR,0yWD9EIXMHw
201503300POR,POR,PHO,0WNiImSBcQA
201504010POR,POR,LAC,x2qXPybuVw4
201504060BRK,BRK,POR,nQ6D9iIKexk
201504080POR,POR,MIN,qA2e7Pbjhcs
201504110POR,POR,UTA,ADjFUqvxG_M
201504130OKC,OKC,POR,Ycppm8f3Qto
201504150DAL,DAL,POR,_I4fUByw5OA
201504190MEM,MEM,POR,MglAr-37cV8
201504220MEM,MEM,POR,rKhSvNHuyUo
201504250POR,POR,MEM,S_KdG2XsWwM
201504270POR,POR,MEM,BLGPuWYV4Ow
201504290MEM,MEM,POR,g8MWxUZpZCE
201410290BOS,BOS,BRK,-EzOjzqB9js
201411010DET,DET,BRK,WRezjCHw8J8
201411030BRK,BRK,OKC,CUCE-ID_uyQ
201411050BRK,BRK,MIN,AalsvPkZGDM
201411120PHO,PHO,BRK,5pxWK7Ho-RA
201411190BRK,BRK,MIL,T1a1qATY9nU
201411210OKC,OKC,BRK,QRO7t1O49DE
201411220SAS,SAS,BRK,RTVrS92ZitY
201411260PHI,PHI,BRK,kBTkqrPNUBU
201412030BRK,BRK,SAS,OVEAPWERu78
201412050BRK,BRK,ATL,z05aKDlXb-g
201412120BRK,BRK,PHI,4DXMdNXJA1M
201412210BRK,BRK,DET,d5mHhkcstnY
201412260BOS,BOS,BRK,ohy8mE8NeJM
201412290BRK,BRK,SAC,ekE9gWnFf8A
201501050BRK,BRK,DAL,x6d5JdoLu7Q
201501070BRK,BRK,BOS,s7cTOsTNqAc
201501090BRK,BRK,PHI,aV5iy6eE9tQ
201501100DET,DET,BRK,2KhtdAsmP8A
201501140BRK,BRK,MEM,S_KdG2XsWwM
201501160WAS,WAS,BRK,OL7D4RfUMRU
201501170BRK,BRK,WAS,W0xoRn5tZjA
201501210SAC,SAC,BRK,fO93-zo32s8
201501220LAC,LAC,BRK,9NGphQ_DQLE
201501240UTA,UTA,BRK,G1T4UekSwEY
201501280ATL,ATL,BRK,GDYvWIZ_yaQ
201502020BRK,BRK,LAC,EGqNNhAibTg
201502070WAS,WAS,BRK,Wanrei5qNm4
201502090MIL,MIL,BRK,S-79vmTJ4UU
201502100MEM,MEM,BRK,9OMCFKPePNs
201502280DAL,DAL,BRK,7nMK6lf5nCU
201503060BRK,BRK,PHO,JMLP_M0nbFc
201503080BRK,BRK,UTA,YOlZlqJwovE
201503140PHI,PHI,BRK,x7_k1w6_Tj0
201503160MIN,MIN,BRK,OL7D4RfUMRU
201503200BRK,BRK,MIL,7PR9jEmGzjM
201503230BRK,BRK,BOS,B5RwtutP6ys
201504040ATL,ATL,BRK,1_-g6QcpQSo
201504080BRK,BRK,ATL,SkJWotQa0-k
201504100BRK,BRK,WAS,3oqQSzVrnhw
201504120MIL,MIL,BRK,C45mNju7-fA
201504190ATL,ATL,BRK,19_ZchJSVCI
201504220ATL,ATL,BRK,GDYvWIZ_yaQ
201504250BRK,BRK,ATL,qShdH_XJ23w
201504270BRK,BRK,ATL,mCBLJXKGv-w
201504290ATL,ATL,BRK,1gU-l1bsB-c
201505010BRK,BRK,ATL,19_ZchJSVCI
201410300MIN,MIN,DET,lIBq8YivQrY
201411070DET,DET,MIL,-XO_2K8uURM
201411090DET,DET,UTA,XKVdpWvN680
201411120WAS,WAS,DET,9r-HlBLs3dc
201411140OKC,OKC,DET,OVEAPWERu78
201411150MEM,MEM,DET,WeG5yXrO63k
201411190DET,DET,PHO,WahNbE2V4yg
201411210ATL,ATL,DET,0Rn52M6S6wM
201411250MIL,MIL,DET,7XxLU3fXVEY
201411260DET,DET,LAC,8owhl_N6r3Y
201411280DET,DET,MIL,EMEywnJZwOM
201412030BOS,BOS,DET,Ca9TVg9ARjs
201412060DET,DET,PHI,EGpqv7V4uT0
201412070DET,DET,OKC,a4fUMKvmatk
201412120PHO,PHO,DET,d5mHhkcstnY
201412130SAC,SAC,DET,7RJz20FL9PM
201412150LAC,LAC,DET,WeG5yXrO63k
201412170DET,DET,DAL,XuRRCoIfwms
201501040DET,DET,SAC,W4K7nKW6sDg
201501060SAS,SAS,DET,kgN8M8kbip8
201501070DAL,DAL,DET,XuRRCoIfwms
201501090DET,DET,ATL,lNKC0FfTa5Q
201501170DET,DET,PHI,PUeGE1mpUeE
201501190ATL,ATL,DET,19_ZchJSVCI
201501240MIL,MIL,DET,C3UJVYInMEk
201501280PHI,PHI,DET,PUeGE1mpUeE
201502080DET,DET,MIN,w0VJdzxMV4k
201502110DET,DET,SAS,xrxdeRZFsTc
201502220DET,DET,WAS,Lx7NJCoaw6Q
201502280WAS,WAS,DET,Lx7NJCoaw6Q
201503140UTA,UTA,DET,_H1MSoD-nQY
201503170DET,DET,MEM,S_KdG2XsWwM
201503180PHI,PHI,DET,WahNbE2V4yg
201503220BOS,BOS,DET,R3lG9FBmuP0
201503310DET,DET,ATL,19_ZchJSVCI
201504080DET,DET,BOS,-0KH0V-41wA
201411050SAS,SAS,ATL,IPJpIkHVrl8
201411120ATL,ATL,UTA,6OJJy8q_Zmg
201411250WAS,WAS,ATL,wW-ePYzGQFA
201412020ATL,ATL,BOS,g4ZZUeFCNss
201412100ATL,ATL,PHI,nwZdlvCyMeY
201412220DAL,DAL,ATL,H0AU9x2mfSo
201412230ATL,ATL,LAC,Zr4lWMPM0Bg
201412260ATL,ATL,MIL,H6Fu3nnSMZM
201412270MIL,MIL,ATL,WZwbp2nNFhY
201501020UTA,UTA,ATL,19_ZchJSVCI
201501050LAC,LAC,ATL,3cYVUvPMQaI
201501070ATL,ATL,MEM,8VHks16X1hg
201501110ATL,ATL,WAS,ZAW3oRau2us
201501130PHI,PHI,ATL,WZwbp2nNFhY
201501140BOS,BOS,ATL,Hc52ZdmmJ5M
201501230ATL,ATL,OKC,vokice5FqkI
201501250ATL,ATL,MIN,4FVlfSyw9B8
201501310ATL,ATL,PHI,xxYhAwIu7Jo
201502040ATL,ATL,WAS,KGnTSu0orgc
201502080MEM,MEM,ATL,WZwbp2nNFhY
201502090MIN,MIN,ATL,YESSefxU_lo
201502110BOS,BOS,ATL,8hglQ1_NKWA
201502220MIL,MIL,ATL,G9vXWNOCaGM
201502250ATL,ATL,DAL,lH4bJTb49po
