id,video
201810160GSW,-USrOy-aCmQ
201810190UTA,NEuwr6e5x_4
201810210DEN,BizUFX8OSjo
201810220GSW,OOcN27e3IXA
201810240GSW,kphl-sSKx-A
201810260NYK,AOYACk7m7Fk
201810280BRK,sqvuD3lvjpk
201810290CHI,-IDEUbVO650
201810310GSW,I7dvlcCDp7Y
201811020GSW,et7Ay-jOvVw
201811050GSW,3fT6aYz2N9w
201811080GSW,3dQvwZtAAJE
201811100GSW,jvuuK82j4HU
201811120LAC,JYzPr5EnFrA
201811130GSW,4pBoRGv-uxY
201811150HOU,rj4EfuPxmVc
201811170DAL,MMRdvbUpp-U
201811180SAS,RgB5Ub1GNUU
201811210GSW,0i0B5nbHPag
201811230GSW,6Bzyev2ri7E
201811240GSW,B0mzqYFWLMo
201811260GSW,3h4WALvlRS4
201811290TOR,Qpt3q_VLxic
201812010DET,RgB5Ub1GNUU
201812030ATL,dek9OSrjHLg
201812050CLE,RgB5Ub1GNUU
201812070MIL,yciMlT2cCbE
201812100GSW,et7Ay-jOvVw
201812120GSW,vStGaXRk8k4
201812140SAC,B0mzqYFWLMo
201812170GSW,yAEtPEYo8dQ
201812190UTA,soD3XHdjGK0
201812220GSW,JHo4E9hqHfU
201812230GSW,_g392bHpk9c
201812250GSW,MK7O1hVdrLg
201812270GSW,PznC7_wcHhY
201812290POR,6Bzyev2ri7E
201812310PHO,RgB5Ub1GNUU
201901030GSW,m68DRZTZcpg
201901050SAC,B0mzqYFWLMo
201901080GSW,Cpl08VENdJY
201901110GSW,o-RyMesjvus
201901130DAL,yOZBwGBzeN0
201901150DEN,88AZjByyKPs
201901160GSW,VUBhXAb4qS4
201901180LAC,EGqNNhAibTg
201901210LAL,3gjvFKI4x8M
201901240WAS,et7Ay-jOvVw
201901260BOS,AOYACk7m7Fk
201901280IND,-HesZQJ6Xi0
201901310GSW,XMd1uOJw2bo
201902020GSW,LPDnemFoqVk
201902060GSW,QeGnEKjU0ag
201902080PHO,YP-4vtLXu6o
201902100GSW,rZ2zC-lY3FA
201902120GSW,DGBe1QKkVp8
201902130POR,yZSkzCr1wck
201902210GSW,7fXwdjnNLsE
201902230GSW,yexxDTtq6Pk
201902250CHO,UVdnhLzOqJM
201902270MIA,rR-XBlwKcEI
201902280ORL,fz0tC0mSAB0
201903020PHI,FZfo0zoFbVU
201903050GSW,WldUNHlWJSY
201903080GSW,VguPoJdkjKA
201903100GSW,YP-4vtLXu6o
201903130HOU,BiKcB7oiucc
201903160OKC,WF68cWR0dO8
201903180SAS,EYkFCvLrXjU
201903190MIN,uxlU7luO1yA
201903210GSW,kL1JlE5x_Lg
201903230GSW,o451bS6uMTc
201903240GSW,UDpUToeo_00
201903270MEM,yIk7uhP5L84
201903290MIN,F5Z689WH2vg
201903310GSW,RjcUGVzXKis
201904020GSW,VguPoJdkjKA
201904040LAL,u-5OgYyb1As
201904050GSW,YxvW5W10k_U
201904070GSW,xNCsLLdmtAY
201904090NOP,CgT-zZ5WOu4
201904100MEM,FWBFTHDxUD4
201904130GSW,xNCsLLdmtAY
201904150GSW,V4KBJF0fkZY
201904180LAC,BC3w9NL9LdA
201904210LAC,EGqNNhAibTg
201904240GSW,9KoD5V48Xak
201904260LAC,RPBwNfj1wJ8
201904280GSW,6Omf2y-5NFo
201904300GSW,tY7SOo51K1A
201905040HOU,Klvnievuzbg
201905060HOU,6Omf2y-5NFo
201905080GSW,lvtQmUyteUA
201905100HOU,yocGIXupJKM
201905140GSW,FZfo0zoFbVU
201905160GSW,FZfo0zoFbVU
201905180POR,FZfo0zoFbVU
201905200POR,9QfZetlBBlU
201905300TOR,3ugrYiEl9gg
201906020TOR,fNUZclKQ3GM
201906050GSW,metRohcKdKY
201906070GSW,-LOluO9wJPc
201906100TOR,jusjl1MsV-A
201906130GSW,-LOluO9wJPc
201810170HOU,C2nm_7f7Fuc
201810190NOP,EYd6kzzx7rY
201810230NOP,XCzeJx9oWjg
201810260NOP,-LoTHq5mGAQ
201810270NOP,EaOd2CfBRPE
201810290DEN,HIFYByuSLCc
201811010POR,n455AW3udy4
201811030SAS,Rreuu7mdyHE
201811050OKC,ZGIsMpmhhxI
201811070NOP,nvljyqSWps8
201811100NOP,OjpkF15Z_fU
201811120TOR,QDqtwtcGlvw
201811140MIN,ZGIsMpmhhxI
201811160NOP,IKz14KMKreE
201811170NOP,qNEsKaFuW_Q
201811190NOP,U5FXlE8fotw
201811210PHI,CWpE4KY0u-I
201811230NYK,xTzvkcokyy8
201811240WAS,jyRtO1BImS4
201811260NOP,3Wo-tzdURBE
201811280NOP,I5IMAKTCdjY
201811300MIA,ZGIsMpmhhxI
201812020CHO,spL2FVrelg0
201812030NOP,CWpE4KY0u-I
201812050NOP,3eCzKqTfVzY
201812070NOP,qRMpm86Kjaw
201812090DET,_VKg6nGSzEI
201812100BOS,jyRtO1BImS4
201812120NOP,vokice5FqkI
201812160NOP,fXWTMFJlk_s
201812190MIL,ib4GSAGmBnQ
201812210LAL,de65UdbCxAc
201812230SAC,de65UdbCxAc
201812260DAL,de65UdbCxAc
201812280NOP,SVH_IQD-aMI
201812290NOP,r4FNInfwXwo
201812310NOP,ZGIsMpmhhxI
201901020BRK,Mp4OvxZksW8
201901050CLE,2S_9dJTH9wc
201901070NOP,GdpkIZNFyeI
201901090NOP,NMWX3TXmEbY
201901120MIN,grhsdl-2j_4
201901140LAC,FPE25L08624
