id,home,away,video
201602100CLE,CLE,LAL,Mxv5h-RZWVs
201602190LAL,LAL,SAS,mxc6L6Xehz4
201602210CHI,CHI,LAL,zxmc0IHHnxw
201602220MIL,MIL,LAL,7DT_8xZwDRU
201602240MEM,MEM,LAL,dMISiRjvios
201602260LAL,LAL,MEM,dMISiRjvios
201603010LAL,LAL,BRK,IzxHyULDLsY
201603020DEN,DEN,LAL,ju40vYNp0Uc
201603040LAL,LAL,ATL,Xv47nwzmsvA
201603100LAL,LAL,CLE,05Z8yjBNZVg
201603150LAL,LAL,SAC,mTUJ5xnB-d0
201603180LAL,LAL,PHO,X9k4iZSJt_k
201603220LAL,LAL,MEM,sfk-dbb2oV0
201603230PHO,PHO,LAL,X9k4iZSJt_k
201603250LAL,LAL,DEN,ju40vYNp0Uc
201603270LAL,LAL,WAS,lAIRAGV7aZw
201603280UTA,UTA,LAL,Y8EDlDvyoZw
201603300LAL,LAL,MIA,AmwTYudvE80
201604030LAL,LAL,BOS,k4E5xpHbMmA
201604050LAC,LAC,LAL,7DT_8xZwDRU
201604060LAL,LAL,LAC,vfVQU8OPheY
201604110OKC,OKC,LAL,20uAYozx_5U
201604130LAL,LAL,UTA,fl6LaH-MXM0
201510270CHI,CHI,CLE,kxKsbdG3xok
201510280BRK,BRK,CHI,36K2G3CPyRA
201510300DET,DET,CHI,LElI5Po0d6A
201511050CHI,CHI,OKC,w0VJdzxMV4k
201511070CHI,CHI,MIN,lgxgpE51kCQ
201511090PHI,PHI,CHI,3K86lIfdcuo
201511160CHI,CHI,IND,FGnFOdrloc4
201511180PHO,PHO,CHI,QRGpRkLDz08
201511240POR,POR,CHI,bj-HLntZCSY
201511270IND,IND,CHI,ZWvYnI_qs-w
201511300CHI,CHI,SAS,_VSM6N6e4Ac
201512020CHI,CHI,DEN,vokice5FqkI
201512070CHI,CHI,PHO,xUUzND-ph_M
201512090BOS,BOS,CHI,etUJJkmZMN8
201512100CHI,CHI,LAC,USFSdEcPDKY
201512140CHI,CHI,PHI,e26tlRCloKk
201512160CHI,CHI,MEM,vJ9wwDXrgyc
201512180CHI,CHI,DET,QRGpRkLDz08
201512210CHI,CHI,BRK,0fYc0ultMyU
201512250OKC,OKC,CHI,w0VJdzxMV4k
201512260DAL,DAL,CHI,XHRi5lqZguE
201512280CHI,CHI,TOR,M93GRa8SEvk
201512300CHI,CHI,IND,ZWvYnI_qs-w
201601030TOR,TOR,CHI,JB8-cL48GBo
201601050CHI,CHI,MIL,a0TKEofio7w
201601070CHI,CHI,BOS,3uad37iYDhk
201601090ATL,ATL,CHI,2U_8_4nf8cg
201601110CHI,CHI,WAS,1hNsJkLKTv4
201601120MIL,MIL,CHI,Xt7oWjEeSUU
201601140PHI,PHI,CHI,gC9rQKbCmRM
201601150CHI,CHI,DAL,BImbQwZw1vY
201601180DET,DET,CHI,CWHXNCupekU
201601220BOS,BOS,CHI,q9az0U05qc4
201601230CLE,CLE,CHI,qiTV7-sqFI0
201601250CHI,CHI,MIA,Aq9SXYkrZvA
201601310LAC,LAC,CHI,Dfby5lFwTT0
201602010UTA,UTA,CHI,j4MrsnkU_KI
201602030SAC,SAC,CHI,ruEJNfiCyQQ
201602050DEN,DEN,CHI,DQ9y-Brgy_U
201602060MIN,MIN,CHI,jQAbxWzwONE
201602100CHI,CHI,ATL,a2jUhfxwq24
201602180CLE,CLE,CHI,j4MrsnkU_KI
201602190CHI,CHI,TOR,gSv231CADHg
201602240CHI,CHI,WAS,X2t1vg7flzA
201602260ATL,ATL,CHI,2U_8_4nf8cg
201602270CHI,CHI,POR,NlWcyL0MEzE
201603010MIA,MIA,CHI,zF_VS35j40U
201603070CHI,CHI,MIL,-pE7eyQDVgA
201603100SAS,SAS,CHI,LekwCc_vZEw
201603110CHI,CHI,MIA,b6hr_hqZ-ME
201603140TOR,TOR,CHI,Cgsx17jGwas
201603160WAS,WAS,CHI,Uaszhau3EMg
201603170CHI,CHI,BRK,HT7P5bfXaB8
201603190CHI,CHI,UTA,j4MrsnkU_KI
201603210CHI,CHI,SAC,ruEJNfiCyQQ
201603280CHI,CHI,ATL,2U_8_4nf8cg
201603290IND,IND,CHI,Fpng1WEZJkw
201604020CHI,CHI,DET,UTZuVfqLvKI
201604030MIL,MIL,CHI,597C37zw_JI
201604050MEM,MEM,CHI,VaUpKHjESBg
201604070MIA,MIA,CHI,zF_VS35j40U
201604090CHI,CHI,CLE,qpLZFzYKadI
201604130CHI,CHI,PHI,04QI6x2BMc4
201510300CLE,CLE,MIA,lOyH4FiBWAE
201511030MIA,MIA,ATL,WZwbp2nNFhY
201511050MIN,MIN,MIA,VxZrKBs2KkU
201511060IND,IND,MIA,ss_XM8a5sVw
201511080MIA,MIA,TOR,hTX2H7dY1YI
201511120MIA,MIA,UTA,LYiH7VU4TnQ
201511170MIA,MIA,MIN,WxQeN4JryAo
201511190MIA,MIA,SAC,fXWTMFJlk_s
201511210MIA,MIA,PHI,7R-WreYfwpA
201511250DET,DET,MIA,MhbEHpQXxUQ
201511300MIA,MIA,BOS,T9G6IOgjoQg
201512030MIA,MIA,OKC,GkWeYt3V4GI
201512050MIA,MIA,CLE,lCE_7j5quOY
201512070MIA,MIA,WAS,_vnmrWlBPZA
201512110IND,IND,MIA,1d3ssEfHZms
201512130MIA,MIA,MEM,ogpcIRzCNas
201512140ATL,ATL,MIA,q-gYxJj1dyU
201512160BRK,BRK,MIA,Q9hrSS_CxZk
201512180MIA,MIA,TOR,uatcGREP-w4
201512200MIA,MIA,POR,G4ztgHfl-Fs
201512220MIA,MIA,DET,19NK6sqT6vU
201512280MIA,MIA,BRK,g0fP_jwlKBU
201512290MEM,MEM,MIA,_HXE_EVxL78
201601010MIA,MIA,DAL,xvSB3iNjRTA
201601030WAS,WAS,MIA,pJA4loloyvI
201601040MIA,MIA,IND,ss_XM8a5sVw
201601080PHO,PHO,MIA,Sx-L4Jdh38E
201601090UTA,UTA,MIA,RYYkGxIS1pA
201601130LAC,LAC,MIA,ss_XM8a5sVw
201601150DEN,DEN,MIA,k3mai-_Y8WA
201601170OKC,OKC,MIA,z5Aab3Bv8RI
201601190MIA,MIA,MIL,8u6P3YQ1Sjg
201601200WAS,WAS,MIA,FHFmw7D4PBM
201601220TOR,TOR,MIA,uatcGREP-w4
201601260BRK,BRK,MIA,vRdXSFvcNcI
201601290MIL,MIL,MIA,2CfwXInRjaI
201601310MIA,MIA,ATL,mOeUU1QSz_A
201602030DAL,DAL,MIA,LcdBZ5Gc6EE
201602070MIA,MIA,LAC,F7XPb0hlXAk
201602090MIA,MIA,SAS,tOZWtDTAmVM
201602190ATL,ATL,MIA,PdH9jK2sGow
201602200MIA,MIA,WAS,FHFmw7D4PBM
201602220MIA,MIA,IND,ss_XM8a5sVw
201602270BOS,BOS,MIA,y0P96wmLzcQ
201603030MIA,MIA,PHO,9ECzwkvjTFQ
201603040PHI,PHI,MIA,ss_XM8a5sVw
201603060MIA,MIA,PHI,Q86JG2PPu0k
201603090MIL,MIL,MIA,8IuKc5r71zQ
201603120TOR,TOR,MIA,btfrbflLYjg
201603140MIA,MIA,DEN,vokice5FqkI
201603190MIA,MIA,CLE,OF4_x5OT5Lc
201603230SAS,SAS,MIA,b8kEa-L_IDs
201603280MIA,MIA,BRK,hrc273D-rk4
201604010SAC,SAC,MIA,ss_XM8a5sVw
201604020POR,POR,MIA,xfXQZ5GaZDs
201604050MIA,MIA,DET,T-hbjl7jd2A
201604120DET,DET,MIA,zSpcRObVS9w
201604130BOS,BOS,MIA,W8T-0DFrsYY
201605030TOR,TOR,MIA,fxXrDhXxYGk
201605050TOR,TOR,MIA,LZIuLw7qvh0
201605070MIA,MIA,TOR,pq6MXiH10AI
201605090MIA,MIA,TOR,uatcGREP-w4
201605110TOR,TOR,MIA,uatcGREP-w4
201605130MIA,MIA,TOR,uatcGREP-w4
201605150TOR,TOR,MIA,pq6MXiH10AI
201510280MEM,MEM,CLE,mVr9aUhJZX4
201511020PHI,PHI,CLE,5azTdfzb58c
201511060CLE,CLE,PHI,JqFbEHLdPdI
201511080CLE,CLE,IND,5azTdfzb58c
201511100CLE,CLE,UTA,ZYTOn2qK3e0
201511140MIL,MIL,CLE,6sss4Kdw8No
201511170DET,DET,CLE,xyKlHA3q1PQ
201511190CLE,CLE,MIL,cPGpDMy-ONI
201511210CLE,CLE,ATL,WZwbp2nNFhY
201511250TOR,TOR,CLE,CiCa4sKM7-w
201511280CLE,CLE,BRK,oidwmmtjg_I
201512010CLE,CLE,WAS,AhUbAbQ6DeM
201512080CLE,CLE,POR,ldJJpy0EYTg
201512150BOS,BOS,CLE,YmZayeouEGg
201512170CLE,CLE,OKC,VDZn81PLfzY
201512200CLE,CLE,PHI,JqFbEHLdPdI
201512260POR,POR,CLE,a0xbn-rv9PE
201512280PHO,PHO,CLE,HK1MiuXMtrY
201512290DEN,DEN,CLE,HK1MiuXMtrY
201601040CLE,CLE,TOR,JoNGatniZEs
201601060WAS,WAS,CLE,Yy6OD7_Fv0c
201601080MIN,MIN,CLE,Ni1DH3Jz8Lw
201601100PHI,PHI,CLE,XVlXnWInITg
201601120DAL,DAL,CLE,1rr0_CDGGPo
201601140SAS,SAS,CLE,URGaSD53UdY
201601200BRK,BRK,CLE,JFV1XHeLBjo
201601210CLE,CLE,LAC,CEyRY9EXuzU
201601250CLE,CLE,MIN,h7CWpNDpC9Y
201601270CLE,CLE,PHO,BoB2aHCwh7M
201601290DET,DET,CLE,IbAVoDwpHP0
201601300CLE,CLE,SAS,yy42tiJX-rc
201602010IND,IND,CLE,9jiRKk5fcBE
201602050CLE,CLE,BOS,lCE_7j5quOY
201602080CLE,CLE,SAC,kB1e1YEg5cM
201602210OKC,OKC,CLE,ZBm7w501bpw
201602220CLE,CLE,DET,G-d2lXAvldw
201602260TOR,TOR,CLE,JoNGatniZEs
201602280WAS,WAS,CLE,GfXVWzu8y-U
201602290CLE,CLE,IND,pLcTvm7GzgU
201603040CLE,CLE,WAS,AhUbAbQ6DeM
201603050CLE,CLE,BOS,oetocdyHnRk
201603070CLE,CLE,MEM,mYAxqPq8WSU
201603090SAC,SAC,CLE,a2-j2N9IU5g
201603130LAC,LAC,CLE,lCE_7j5quOY
201603140UTA,UTA,CLE,lCE_7j5quOY
201603160CLE,CLE,DAL,Mxv5h-RZWVs
201603210CLE,CLE,DEN,l51rpbIDebA
201603230CLE,CLE,MIL,T5IV07pa71Y
201603240BRK,BRK,CLE,_jezg_QKDE0
201603310CLE,CLE,BRK,fdyITebZ1VY
201604010ATL,ATL,CLE,P2aE6kFJuR4
201604050MIL,MIL,CLE,lCE_7j5quOY
201604060IND,IND,CLE,Yy6OD7_Fv0c
201604110CLE,CLE,ATL,aZz-e4aZAhk
201604130CLE,CLE,DET,xSZ7tp979To
201604170CLE,CLE,DET,qRWGrlK5yJ0
201604200CLE,CLE,DET,qRWGrlK5yJ0
201604220DET,DET,CLE,G-d2lXAvldw
201604240DET,DET,CLE,qRWGrlK5yJ0
201605020CLE,CLE,ATL,kwwee_mfebQ
201605040CLE,CLE,ATL,P2aE6kFJuR4
201605060ATL,ATL,CLE,Yy6OD7_Fv0c
201605080ATL,ATL,CLE,Mxv5h-RZWVs
201605170CLE,CLE,TOR,6tl8abItqCE
201605190CLE,CLE,TOR,0uFmEKjeRQE
201605210TOR,TOR,CLE,0uFmEKjeRQE
201605230TOR,TOR,CLE,AnfU1d1kdUY
201605250CLE,CLE,TOR,1pq-ed3AgBM
201605270TOR,TOR,CLE,Mxv5h-RZWVs
201510280TOR,TOR,IND,T-AwUtwH2As
201510300BOS,BOS,TOR,7MVY_M6SaU4
201511010TOR,TOR,MIL,-3faRRf6oso
201511030DAL,DAL,TOR,AMwiXoqFX1Y
201511040OKC,OKC,TOR,r_liBadmQtQ
201511110PHI,PHI,TOR,wXGra_J8_8Q
201511150SAC,SAC,TOR,RgB5Ub1GNUU
201511180UTA,UTA,TOR,aUjxxuh4WYQ
201511220LAC,LAC,TOR,egnezkDB45g
201511280WAS,WAS,TOR,fFKpdXdNv3c
201511290TOR,TOR,PHO,bdkbeynobFc
201512020ATL,ATL,TOR,19_ZchJSVCI
201512030TOR,TOR,DEN,vokice5FqkI
201512090TOR,TOR,SAS,VxvSQml_Zic
201512110TOR,TOR,MIL,h_xv9zvdkFg
201512130TOR,TOR,PHI,0qXeDaUf4b4
201512140IND,IND,TOR,uwd8q_nzWyw
201512200TOR,TOR,SAC,8f1oZZxoAPo
201512220TOR,TOR,DAL,r1qqTn0gu78
201512260MIL,MIL,TOR,YICBBsLLvHY
201512300TOR,TOR,WAS,WEnZKfBrKaE
201601060BRK,BRK,TOR,7nMK6lf5nCU
201601080WAS,WAS,TOR,4umRHTpWLsg
201601090PHI,PHI,TOR,eI-4deiYNC8
201601180TOR,TOR,BRK,fTYf_GQLymQ
201601200TOR,TOR,BOS,cwcsHgz-Spo
201601240TOR,TOR,LAC,TRDHez9oGcw
201601260TOR,TOR,WAS,t3hgSzc06r8
201601300TOR,TOR,DET,MHkxf3_G9kY
201602010DEN,DEN,TOR,BDyK65liJgs
201602020PHO,PHO,TOR,bdkbeynobFc
201602040POR,POR,TOR,4umRHTpWLsg
201602080DET,DET,TOR,XPuB71sfKkk
201602100MIN,MIN,TOR,7gkBYTPETEc
201602210TOR,TOR,MEM,tH6Q_PDcms8
201602240TOR,TOR,MIN,7l-i3pJZ314
201602280DET,DET,TOR,KkLatJQUQbg
201603020TOR,TOR,UTA,pLGyZdALKPY
201603040TOR,TOR,POR,NlWcyL0MEzE
201603080TOR,TOR,BRK,EDvEpDuhCcc
201603100TOR,TOR,ATL,cObZHd0yBqE
201603150MIL,MIL,TOR,ij5eH5rOy-g
201603170IND,IND,TOR,f22L0E_N-wo
201603180TOR,TOR,BOS,R2rCYWBaxug
201603230BOS,BOS,TOR,4umRHTpWLsg
201603280TOR,TOR,OKC,yYfNo9Jy7S8
201603300TOR,TOR,ATL,Zi1szjggaEw
201604010MEM,MEM,TOR,uatcGREP-w4
201604020SAS,SAS,TOR,Lsn_BuNQYkU
201604070ATL,ATL,TOR,Zi1szjggaEw
201604080TOR,TOR,IND,f22L0E_N-wo
201604120TOR,TOR,PHI,-xiahGyNsvE
201604130BRK,BRK,TOR,EDvEpDuhCcc
201604160TOR,TOR,IND,U_nSEd-FZL8
201604180TOR,TOR,IND,U_nSEd-FZL8
201604210IND,IND,TOR,f22L0E_N-wo
201604230IND,IND,TOR,uP0TnDstqoY
201604260TOR,TOR,IND,30J77ATqrxA
201604290IND,IND,TOR,qIk5TEfiMBA
201605010TOR,TOR,IND,uP0TnDstqoY
201510300DEN,DEN,MIN,lWlfGkC-XA4
201511010OKC,OKC,DEN,UKvcGBlV2iA
201511050DEN,DEN,UTA,YOlZlqJwovE
201511090DEN,DEN,POR,Xww7gLuJm8g
201511110DEN,DEN,MIL,vbuMgQIL-UY
201511140PHO,PHO,DEN,UgMHU183Aww
201511180SAS,SAS,DEN,UKvcGBlV2iA
201511200DEN,DEN,PHO,49-jCQI5LVM
201511240DEN,DEN,LAC,we3ME0pcJB4
201511270DEN,DEN,SAS,m9qpYDi__0Q
201511280DAL,DAL,DEN,h4U7XgmLKW8
201511300MIL,MIL,DEN,sNr3ISA0_wo
201512050PHI,PHI,DEN,VlrkpiS5kcs
201512110DEN,DEN,MIN,kbOLuZBE-U4
201512150MIN,MIN,DEN,wExsP7bi1j8
201512180UTA,UTA,DEN,UKvcGBlV2iA
201512230PHO,PHO,DEN,LYJE78hLKqU
201512260SAS,SAS,DEN,ePcR_i9xkR4
201512270OKC,OKC,DEN,UKvcGBlV2iA
201512300POR,POR,DEN,-BUJSWVWfbA
201601030DEN,DEN,POR,Q971327r8Qk
201601060MIN,MIN,DEN,00xelcwOSo8
201601080MEM,MEM,DEN,wp0JA1NZvt8
201601170DEN,DEN,IND,UkYK7qP0FhY
201601190DEN,DEN,OKC,tHwh0qV2Rxw
201601210DEN,DEN,MEM,Cv-bYvFgfjI
201601230DEN,DEN,DET,uo5Xl1H7s9I
201601250DEN,DEN,ATL,VCMwm0CTDZY
201601270BOS,BOS,DEN,UdGOtIoje9c
201601280WAS,WAS,DEN,m2V5IIzzJQc
201601300IND,IND,DEN,UkYK7qP0FhY
201602030UTA,UTA,DEN,ptXMoqGk88E
201602080BRK,BRK,DEN,tYp7Kuq3ylo
201602100DET,DET,DEN,a4dk9Iudp1c
201602190SAC,SAC,DEN,l51rpbIDebA
201602210DEN,DEN,BOS,UdGOtIoje9c
201602230DEN,DEN,SAC,ya1RSzkI2fQ
201602240LAC,LAC,DEN,8seSdXMJcxM
201602260DAL,DAL,DEN,9tXOcGS5oxM
201602290DEN,DEN,MEM,fEEozhYftVA
201603040DEN,DEN,BRK,7lR0LwIJowg
201603060DEN,DEN,DAL,RpVz97fUbIs
201603100DEN,DEN,PHO,49-jCQI5LVM
201603120DEN,DEN,WAS,16mrqhbijlU
201603170ATL,ATL,DEN,mKyqTx5o3BY
201603230DEN,DEN,PHI,m8UXBKVZxDI
201603270LAC,LAC,DEN,eXMvC7iVgNU
201603280DEN,DEN,DAL,RpVz97fUbIs
201603300MEM,MEM,DEN,wp0JA1NZvt8
201604020DEN,DEN,SAC,VBL-A9WbJ98
201604050DEN,DEN,OKC,wExsP7bi1j8
201604080DEN,DEN,SAS,rMs5Ey8jiSE
201604100DEN,DEN,UTA,YKLlTp8kyUY
201604130POR,POR,DEN,WDKhcrzl14Y
201510290IND,IND,MEM,Crj04pKHbrI
201510310IND,IND,UTA,kz15LPqWMVQ
201511030DET,DET,IND,vokice5FqkI
201511040IND,IND,BOS,8F_Rg4IzaM0
201511110BOS,BOS,IND,v5TrZIRpOfc
201511130IND,IND,MIN,mN0oNEe1u0A
201511180PHI,PHI,IND,vokice5FqkI
201511210IND,IND,MIL,nMpGnT0sAYc
201511240WAS,WAS,IND,IW3IQWBBtoY
201512020LAC,LAC,IND,vokice5FqkI
201512030POR,POR,IND,vokice5FqkI
201512050UTA,UTA,IND,8BE1zcoQmKU
201512120DET,DET,IND,vokice5FqkI
201512160IND,IND,DAL,x6d5JdoLu7Q
201512180IND,IND,BRK,vokice5FqkI
201512190MEM,MEM,IND,tHwh0qV2Rxw
201512210SAS,SAS,IND,tHwh0qV2Rxw
201512230IND,IND,SAC,ghiTrmQg3V8
201512260MIN,MIN,IND,tPJFoqdD6VQ
201512280IND,IND,ATL,sD-xlRFrhY0
201512310IND,IND,MIL,_XT38uomTSA
201601020IND,IND,DET,4FbSCs4yYDA
201601120IND,IND,PHO,GZW5nrPLv2E
201601130BOS,BOS,IND,v5TrZIRpOfc
201601150IND,IND,WAS,BWk2BFiji9I
201601190PHO,PHO,IND,tHwh0qV2Rxw
201601230SAC,SAC,IND,ghiTrmQg3V8
201601260IND,IND,LAC,Cy4mDIjk2pM
201601280IND,IND,ATL,sD-xlRFrhY0
201602030BRK,BRK,IND,aiRb5Xx8UOo
201602050ATL,ATL,IND,V-HHFxQjlfs
201602060IND,IND,DET,nb9okKWbaH8
201602190OKC,OKC,IND,tHwh0qV2Rxw
201602280IND,IND,POR,mtphF1kPHyc
201603020MIL,MIL,IND,GdBnelRg1vw
201603050WAS,WAS,IND,a6ucTezNbWA
201603070IND,IND,SAS,1-PVUogqmCI
201603120DAL,DAL,IND,UnViVG7HXok
201603130ATL,ATL,IND,BTV7zMUz5K8
201603150IND,IND,BOS,THtjr3nos_U
201603190IND,IND,OKC,tHwh0qV2Rxw
201603210IND,IND,PHI,nR1lG1pc42M
201603260BRK,BRK,IND,lhVK-PTHyhI
201604020PHI,PHI,IND,cxEZvNUDN4E
201604100IND,IND,BRK,OL7D4RfUMRU
201604130MIL,MIL,IND,eIBiMKqfpY4
201510300PHO,PHO,POR,0WNiImSBcQA
201510310POR,POR,PHO,0WNiImSBcQA
201511020MIN,MIN,POR,MglAr-37cV8
201511040UTA,UTA,POR,MglAr-37cV8
201511050POR,POR,MEM,rKhSvNHuyUo
201511080POR,POR,DET,eNahctQZwEU
201511110POR,POR,SAS,35aUXR5oojw
201511130MEM,MEM,POR,rKhSvNHuyUo
201511160SAS,SAS,POR,MglAr-37cV8
201511200POR,POR,LAC,aFurXHK8ps4
201511300LAC,LAC,POR,Zwbqt_4L_QM
201512010POR,POR,DAL,x6d5JdoLu7Q
201512050MIN,MIN,POR,MglAr-37cV8
201512070MIL,MIL,POR,z-DMMuUEwQs
201512110PHO,PHO,POR,GEWZbRxnDow
201512160OKC,OKC,POR,MglAr-37cV8
201512210ATL,ATL,POR,Ihl9NVbRK8o
201512270SAC,SAC,POR,RsEbw0WZ8sI
201512310UTA,UTA,POR,4QPbME3NCRA
201601040POR,POR,MEM,VeQkPBnse4c
201601060POR,POR,LAC,Pvns98roH4w
201601100POR,POR,OKC,dmxwSTpR7gY
201601130POR,POR,UTA,hUtI7TEI84I
201601150BRK,BRK,POR,l6A-3Ad_cpY
201601160PHI,PHI,POR,ljeBiyqrhTM
201601180WAS,WAS,POR,l6A-3Ad_cpY
201601200POR,POR,ATL,nLJ7UVAvY_Q
201601260POR,POR,SAC,fASL3_YXky4
201601310POR,POR,MIN,ZyZ-SU2TerI
201602020POR,POR,MIL,XHWxbI1WSS8
201602080MEM,MEM,POR,BQSU7P5nxxE
201602210POR,POR,UTA,ADjFUqvxG_M
201602230POR,POR,BRK,p0kwV6jmI4g
201603020BOS,BOS,POR,CxTrdH0NBWI
201603060DET,DET,POR,77ZHgE3ZmDs
201603080POR,POR,WAS,cE5zdj8kDKA
201603140OKC,OKC,POR,bsagopMV3ps
201603170SAS,SAS,POR,j3PutLGNwnw
201603200DAL,DAL,POR,CJ6tcVbiRvY
201603230POR,POR,DAL,MYAkCCrs3FM
201603240LAC,LAC,POR,nA84L6PFFtQ
201603260POR,POR,PHI,l6A-3Ad_cpY
201603280POR,POR,SAC,StjyvPNiR8A
201603310POR,POR,BOS,CxTrdH0NBWI
201604050SAC,SAC,POR,MglAr-37cV8
201604060POR,POR,OKC,tHwh0qV2Rxw
201604090POR,POR,MIN,m-dRMXpZPLA
201604170LAC,LAC,POR,VeQkPBnse4c
201604200LAC,LAC,POR,ljeBiyqrhTM
201604230POR,POR,LAC,VeQkPBnse4c
201604250POR,POR,LAC,VeQkPBnse4c
201604270LAC,LAC,POR,r-cKlNNEa8M
201604290POR,POR,LAC,VeQkPBnse4c
201510300SAS,SAS,BRK,jn7mtJJUNVQ
201510310MEM,MEM,BRK,9OMCFKPePNs
201511020BRK,BRK,MIL,nMpGnT0sAYc
201511040ATL,ATL,BRK,1_-g6QcpQSo
201511070MIL,MIL,BRK,T1a1qATY9nU
201511130SAC,SAC,BRK,Cjv5UJKJofg
201511170BRK,BRK,ATL,z05aKDlXb-g
201511200BOS,BOS,BRK,51kFHWpeERU
201511220BRK,BRK,BOS,s7cTOsTNqAc
201511250OKC,OKC,BRK,5VqYXjs-Okg
201511290BRK,BRK,DET,2KhtdAsmP8A
201512010BRK,BRK,PHO,WahNbE2V4yg
201512100BRK,BRK,PHI,172rhkuOthg
201512120BRK,BRK,LAC,oidwmmtjg_I
201512200BRK,BRK,MIN,AG9DAYoD7fM
201512230BRK,BRK,DAL,8uRhJ0ByGlE
201512260BRK,BRK,WAS,zaO7GTobJdk
201601020BOS,BOS,BRK,Cs2BQ9whoRA
201601040BRK,BRK,BOS,Cm4PtLhM1pQ
201601090DET,DET,BRK,QLjNqq5Qscs
201601110BRK,BRK,SAS,rifMTBkS06s
201601160ATL,ATL,BRK,qYPJsJVV-Vg
201601220BRK,BRK,UTA,YVyQvYC5eJ8
201601240BRK,BRK,OKC,tHwh0qV2Rxw
201601290DAL,DAL,BRK,inUz0vEeNLs
201602010BRK,BRK,DET,nsAMPqohU5k
201602050BRK,BRK,SAC,4R_oymvo7do
201602060PHI,PHI,BRK,H_XUvNEED4I
201602100BRK,BRK,MEM,3fT6aYz2N9w
201602250PHO,PHO,BRK,4Wm-kxnEprs
201602270UTA,UTA,BRK,G1T4UekSwEY
201602290LAC,LAC,BRK,7lR0LwIJowg
201603050MIN,MIN,BRK,4R_oymvo7do
201603110PHI,PHI,BRK,kBTkqrPNUBU
201603130BRK,BRK,MIL,T1a1qATY9nU
201603150BRK,BRK,PHI,172rhkuOthg
201603190DET,DET,BRK,pXo1qyiHEBM
201604060WAS,WAS,BRK,08fJ75uuYJo
201604110BRK,BRK,WAS,AhUbAbQ6DeM
201510270ATL,ATL,DET,9UmMR7tV0b4
201510280DET,DET,UTA,XKVdpWvN680
201511060PHO,PHO,DET,WeG5yXrO63k
201511110SAC,SAC,DET,K_kBmIdrT0A
201511140LAC,LAC,DET,S3I9bZjK7To
201511200MIN,MIN,DET,FlgogELYnI0
201511210DET,DET,WAS,YKu4rMNVLFk
201511230MIL,MIL,DET,qyeLbG6M3d4
201511270OKC,OKC,DET,bk_wWXmr5tQ
201512020DET,DET,PHO,GbbgB5mfZ34
201512040DET,DET,MIL,0t7tajp0Bok
201512090DET,DET,MEM,S_KdG2XsWwM
201512110PHI,PHI,DET,XQrXcjaaWuw
201512140DET,DET,LAC,rQ7ONhFsX2k
201512160DET,DET,BOS,AOYACk7m7Fk
201512230ATL,ATL,DET,9UmMR7tV0b4
201512260DET,DET,BOS,U0zLxF8uDi8
201512310DET,DET,MIN,XGCTR6udiNo
201601060BOS,BOS,DET,VxId0LrseL4
201601120DET,DET,SAS,ENACKBXq4J4
201601140MEM,MEM,DET,yHagqVkOZnk
201601250UTA,UTA,DET,4FbSCs4yYDA
201601270DET,DET,PHI,Faqok3rWJ1E
201602030BOS,BOS,DET,J6k4WtCRB08
201602190WAS,WAS,DET,xR2RXh-C9-Q
201602240DET,DET,PHI,Faqok3rWJ1E
201602270MIL,MIL,DET,J91AA7S7vM4
201603020SAS,SAS,DET,ArJsnFa9Tbk
201603090DAL,DAL,DET,J_4xKKPckgI
201603120PHI,PHI,DET,XQrXcjaaWuw
201603140WAS,WAS,DET,IheZdx6cpH0
201603160DET,DET,ATL,c20MNvqd1Wo
201603180DET,DET,SAC,-VX7wp1zjeA
201603210DET,DET,MIL,bfusMTajFR8
201603260DET,DET,ATL,2Ztyfc_xs8M
201603290DET,DET,OKC,ynzkzqzTwTA
201604010DET,DET,DAL,MpeVVtUs39k
201604080DET,DET,WAS,gdok10mulF0
201511070ATL,ATL,WAS,SlWXn98Hpe4
201511090ATL,ATL,MIN,YESSefxU_lo
201511130BOS,BOS,ATL,WZwbp2nNFhY
201511150ATL,ATL,UTA,t7QFdDsI1jY
201511180ATL,ATL,SAC,lNKC0FfTa5Q
201511240ATL,ATL,BOS,Y9BnsQw1qfY
201511250MIN,MIN,ATL,4FVlfSyw9B8
201511270MEM,MEM,ATL,lNKC0FfTa5Q
201511280SAS,SAS,ATL,qShdH_XJ23w
201511300ATL,ATL,OKC,tHwh0qV2Rxw
201512090DAL,DAL,ATL,x6d5JdoLu7Q
201512100OKC,OKC,ATL,qShdH_XJ23w
201512120ATL,ATL,SAS,3-n4w75FUCg
201512160ATL,ATL,PHI,9j88WP6PCmw
201512180BOS,BOS,ATL,g4ZZUeFCNss
201601070PHI,PHI,ATL,j8EHzjSEG50
201601150MIL,MIL,ATL,bwhM0PYF5bk
201601210SAC,SAC,ATL,1nxqvse1BtM
201601230PHO,PHO,ATL,1nxqvse1BtM
201601270ATL,ATL,LAC,ngx0TqVbnDk
201602010ATL,ATL,DAL,qohzSox1xEA
201602030PHI,PHI,ATL,HFk73_EdK3o
201602200ATL,ATL,MIL,P8GAn-B6m3E
201603050LAC,LAC,ATL,g4ZZUeFCNss
201603080UTA,UTA,ATL,YLEler5ONzY
201603120ATL,ATL,MEM,45RUhArgaUU
201603210ATL,ATL,WAS,km-D6M6cVyY
201603230WAS,WAS,ATL,NK2q9nBjNDU
