id,video
202012220BRK,EmrMT9Vx42E
202012250MIL,dqB3dM7OJQs
202012270CHI,HnovcXDf9Ds
202012290DET,dNc2SycqdEA
202101010GSW,E371qNMhNbs
202101030GSW,c2fPCRJCo2s
202101040GSW,rWz_d8fueH4
202101060GSW,vOhck9PeE7s
202101080GSW,wHJS9fKOdVY
202101100GSW,AaG7zJCVfRc
202101120GSW,iBB3Mdm1MiY
202101140DEN,Trpt4Toa0UM
202101180LAL,QriUh3kIETY
202101200GSW,PWofMKPx2GM
202101210GSW,N004NA6kVRQ
202101230UTA,fVk2OXH0P4o
202101250GSW,pDoBxeuNgfY
202101270GSW,powGNpXFKng
202101280PHO,Vt77jBEjglk
202101300GSW,GgSU7888abs
202102020GSW,v_hrY173jHE
202102040DAL,J0kVkSgJS60
202102060DAL,nXj8HI9wD_E
202102080SAS,hrpbdQMyRdI
202102090SAS,AfmrTEAINm0
202102110GSW,vIcu6vcH0EM
202102130GSW,7vlmc5E7RCU
202102150GSW,bM18drca8_k
202102170GSW,BEF5FFmLNvU
202102190ORL,LrZFgJAJl8w
202102200CHO,4mSUMZ7YPxk
202102230NYK,lb01UNdGA7w
202102240IND,pM-urANRsuM
202102260GSW,BfiDvCpQdTI
202102280LAL,5ZobOpRvJFc
202103030POR,k3W8l7tNBPA
202103040PHO,Xr4Nbscnh7I
202103110LAC,I6pdsGTDC7U
202103140GSW,E0t6SvKc5EQ
202103150GSW,UyhC684EEdQ
202103170HOU,4vcACh6XsJk
202103190MEM,fP0sR-suNis
202103200MEM,PMD56uXutg0
202103230GSW,SowXsndTVvY
202103250SAC,tP_3ml77TKY
202103260GSW,RSnae3S4HuQ
202103290GSW,SnouZQlCVqo
202104010MIA,xZ36-yo5qxk
202104020TOR,IliCvKcvbFc
202104040ATL,yEdwfFmlJsM
202104060GSW,3cHGBgLJl6o
202104090GSW,lWi6MSwsxoI
202104100GSW,5NMcYT9760g
202104120GSW,3cMONfy3vPw
202104140OKC,e7zJkAQstqw
202104150CLE,WTLt6pXKHBg
202104170BOS,-RFTQ7fjZNY
202104190PHI,l-5HuU369M4
202104210WAS,m6lU0Wa_K9g
202104230GSW,79yMX035SNs
202104250GSW,zFQ5FqeJq34
202104270GSW,wkLSotdk4Mk
202104290MIN,HkWMIcmePEY
202105010HOU,wOz8bY_h_cs
202105030NOP,E1L90DP7_3Q
202105040NOP,HeRNwfFjceo
202105060GSW,VDrVq6MvHgE
202105080GSW,2XpTFIUSjhw
202105100GSW,NczdocklR-o
202105110GSW,7t3-esi09mA
202105140GSW,SweGicTxkwA
202105160GSW,uPVU_bpGer4
202105190LAL,p478C35sgzA
202105210GSW,tJa7oO8_Xag
202012230TOR,_f8rWqh9vCU
202012250MIA,Ggo0JumRbL4
202012270NOP,yqd7004FQRc
202012290PHO,t5eBbu5h8rU
202012310OKC,Mbx2MMfQ5bY
202101020NOP,XwTTbi4UEJQ
202101040NOP,o1JAJP7NP38
202101060NOP,FM9ghi-PBls
202101080NOP,-w9OGzoeen4
202101130LAC,J_a2z4JTzhM
202101150LAL,zziBybeSAtw
202101170SAC,tGTEaqg6xN0
202101190UTA,lv0riL7yHzs
202101210UTA,9wswZjKVQzk
202101230MIN,pkH8_Vx_A1Q
202101270NOP,Ctwc-uXIs_Q
202101290NOP,Dkj-FEm6n00
202101300NOP,Vx-pwgMnLpw
202102010NOP,G2a6efvhaR4
202102030NOP,v2yM1u0ORXc
202102050IND,FCRmiQQqDbI
202102060NOP,maw9KvlgoP8
202102090NOP,gjpGnytzeSk
202102100CHI,G8Pz7EQAUJY
202102120DAL,kHu9J6GbNYg
202102140DET,TZlz0Zc8Ba0
202102160MEM,fYITBsNT5n8
202102170NOP,s78PmSszbTw
202102190NOP,vRaoY1QKWus
202102210NOP,13u_WEbvCTk
202102240NOP,Q5Z0OvfSVkQ
202102250MIL,NYwUFS4vjH4
202102270SAS,xfjo2DVA2n4
202103010NOP,BvV-Atv58YE
202103030NOP,2P6biykkI1M
202103040NOP,2NCjZICLnrk
202103110NOP,0AJUkSXRNt8
202103120NOP,w7_ow2hzCe0
202103140NOP,n8etBbsGOow
202103160POR,QaEuZvxEVaA
202103180POR,ie9zWB4ilNM
202103210DEN,HgsyfEYdjqE
202103230NOP,qIlA53mJhTQ
202103260NOP,SpePxzuJkBA
202103270NOP,TVcxPw1cKs0
202103290BOS,mBukNuzt0UI
202104010NOP,XMfJz6ynpmk
202104020NOP,UXQn4h150nE
202104040HOU,FFKLoVdksXI
202104060ATL,792kgtCfsOw
202104070BRK,QJIKXU8oRAY
202104090NOP,rDm6C5kkFgk
202104110CLE,dGrWqOpW_qM
202104120NOP,q_v6rqj-HGo
202104140NOP,fktotBsbdjA
202104160WAS,gqQS6gQ7nCA
202104180NYK,yxuQLUsk05Q
202104200NOP,jVsL4sPeT_c
202104220ORL,YRzL5UND9Pw
202104240NOP,pXR0o_xoD-k
202104260NOP,igaLkdvil8s
202104280DEN,ZHr6yGslNno
202104290OKC,LTcpzkziwJg
202105010MIN,PS2w4-xkESo
202105070PHI,oplAHo6Z23A
202105090CHO,k6wNQayHqTI
202105100MEM,nkam-EwQpsE
202105120DAL,ZY0AqlYWcRI
202105160NOP,K2xa4c_K9-g
202012230ORL,oQ7C281_8zo
202012260WAS,Ey4gmuDhJrY
202012270WAS,8R9tp5e_LlM
202012290OKC,nxG4m24a1dg
202012310ORL,xxYhAwIu7Jo
202101020ORL,AXy3dCvnUpE
202101040ORL,lawN0m4Hq-o
202101060ORL,-dQ7tguICL4
202101080HOU,GeCF2A8TQvs
202101090DAL,octUMd6JDIY
202101110ORL,nhxmNr3D3w8
202101150BOS,xK9QlhS5s1A
202101160BRK,cN3HAAOlMFs
